value_name,inserted_ts,values,name,id,value_type,item_id,value_id
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1713656678,1359391
62110 | 2116,2025-02-17 04:39:36,"[{'id': None, 'name': '62110 | 2116', 'struct': None}]",SKU,SELLER_SKU,string,MLA1713656678,
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1713656678,7435892
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1713656678,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1713656678,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1713656678,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1713656678,2107333
14.4 %,2025-02-17 04:39:36,"[{'id': '11049244', 'name': '14.4 %', 'struct': {'number': 14.4, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1452265285,11049244
Fruta Negra Madura,2025-02-17 04:39:36,"[{'id': '13929325', 'name': 'Fruta Negra Madura', 'struct': None}]",Aromas,AROMAS,string,MLA1452265285,13929325
12 meses,2025-02-17 04:39:36,"[{'id': '9163256', 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1452265285,9163256
Luigi Bosca,2025-02-17 04:39:36,"[{'id': '18610', 'name': 'Luigi Bosca', 'struct': None}]",Marca,BRAND,string,MLA1452265285,18610
Luigi Bosca,2025-02-17 04:39:36,"[{'id': '2321006', 'name': 'Luigi Bosca', 'struct': None}]",Bodega,CELLAR,string,MLA1452265285,2321006
18 °C,2025-02-17 04:39:36,"[{'id': '13044668', 'name': '18 °C', 'struct': {'number': 18, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1452265285,13044668
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1452265285,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1452265285,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1452265285,2230284
Luigi Bosca,2025-02-17 04:39:36,"[{'id': '13174168', 'name': 'Luigi Bosca', 'struct': None}]",Línea,LINE,string,MLA1452265285,13174168
Vino Luigi Bosca Cabernet Sauvignon 750ml X6,2025-02-17 04:39:36,"[{'id': '13929201', 'name': 'Vino Luigi Bosca Cabernet Sauvignon 750ml X6', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1452265285,13929201
Nacional,2025-02-17 04:39:36,"[{'id': '4781807', 'name': 'Nacional', 'struct': None}]",Origen,ORIGIN,string,MLA1452265285,4781807
Caja de cartón,2025-02-17 04:39:36,"[{'id': '2290294', 'name': 'Caja de cartón', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1452265285,2290294
"Carnes rojas,Pasta",2025-02-17 04:39:36,"[{'id': '9799230', 'name': 'Carnes rojas', 'struct': None}, {'id': '8869918', 'name': 'Pasta', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1452265285,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1452265285,10792872
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1452265285,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1452265285,13244147
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1452265285,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1452265285,-1
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1452265285,1359392
6,2025-02-17 04:39:36,"[{'id': '140750', 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1452265285,140750
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1452265285,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1452265285,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1452265285,2107333
2020,2025-02-17 04:39:36,"[{'id': '7349493', 'name': '2020', 'struct': None}]",Año,YEAR,number,MLA1452265285,7349493
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1420752903,8897089
10 meses,2025-02-17 04:39:36,"[{'id': '9163254', 'name': '10 meses', 'struct': {'number': 10, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1420752903,9163254
Los Helechos,2025-02-17 04:39:36,"[{'id': '16883460', 'name': 'Los Helechos', 'struct': None}]",Marca,BRAND,string,MLA1420752903,16883460
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1420752903,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1420752903,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1420752903,2230284
Los Helechos Reserva Cabernet Sauvignon 750ml,2025-02-17 04:39:36,"[{'id': '26332147', 'name': 'Los Helechos Reserva Cabernet Sauvignon 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1420752903,26332147
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1420752903,96380
30.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '30.2 cm', 'struct': {'number': 30.2, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1420752903,
8.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '8.2 cm', 'struct': {'number': 8.2, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1420752903,
1440 g,2025-02-17 04:39:36,"[{'id': None, 'name': '1440 g', 'struct': {'number': 1440, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1420752903,
8.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '8.2 cm', 'struct': {'number': 8.2, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1420752903,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1420752903,2290293
Carnes,2025-02-17 04:39:36,"[{'id': '9799206', 'name': 'Carnes', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1420752903,9799206
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1420752903,10792872
"Con vencimiento,Contiene líquido,Frágil,No rotable",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '12928414', 'name': 'No rotable', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1420752903,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1420752903,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1420752903,1359391
001UU168834600014044072352,2025-02-17 04:39:36,"[{'id': None, 'name': '001UU168834600014044072352', 'struct': None}]",SKU,SELLER_SKU,string,MLA1420752903,
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1420752903,7435892
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1420752903,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1420752903,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1420752903,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1420752903,2107333
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1518090794,
13 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13 %', 'struct': {'number': 13, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1518090794,
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1518090794,8869920
12 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1518090794,
Catalpa,2025-02-17 04:39:36,"[{'id': '16872748', 'name': 'Catalpa', 'struct': None}]",Marca,BRAND,string,MLA1518090794,16872748
Atamisque,2025-02-17 04:39:36,"[{'id': '13929684', 'name': 'Atamisque', 'struct': None}]",Bodega,CELLAR,string,MLA1518090794,13929684
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Motivo de GTIN vacío,EMPTY_GTIN_REASON,list,MLA1518090794,-1
16 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1518090794,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1518090794,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1518090794,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1518090794,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1518090794,2230284
Catalpa,2025-02-17 04:39:36,"[{'id': None, 'name': 'Catalpa', 'struct': None}]",Línea,LINE,string,MLA1518090794,
Vino Catalpa Malbec Bodega Atamisque 750ml,2025-02-17 04:39:36,"[{'id': '24212433', 'name': 'Vino Catalpa Malbec Bodega Atamisque 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1518090794,24212433
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1518090794,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1518090794,2290293
"Pollo,Pasta,Carne",2025-02-17 04:39:36,"[{'id': '8869916', 'name': 'Pollo', 'struct': None}, {'id': '8869918', 'name': 'Pasta', 'struct': None}, {'id': '8869917', 'name': 'Carne', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1518090794,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1518090794,10792872
Contiene líquido,2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1518090794,7435885
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1518090794,13244147
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1518090794,
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1518090794,
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1518090794,1359392
CCSX750,2025-02-17 04:39:36,"[{'id': None, 'name': 'CCSX750', 'struct': None}]",SKU,SELLER_SKU,string,MLA1518090794,
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1518090794,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1518090794,
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1518090794,2107347
Cartón,2025-02-17 04:39:36,"[{'id': '13418935', 'name': 'Cartón', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1518090794,13418935
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1518090794,2107333
0,2025-02-17 04:39:36,"[{'id': None, 'name': '0', 'struct': None}]",Año,YEAR,number,MLA1518090794,
17 %,2025-02-17 04:39:36,"[{'id': '9163237', 'name': '17 %', 'struct': {'number': 17, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1437865583,9163237
Gran Mascota,2025-02-17 04:39:36,"[{'id': '22860678', 'name': 'Gran Mascota', 'struct': None}]",Marca,BRAND,string,MLA1437865583,22860678
Mascota Vineyards,2025-02-17 04:39:36,"[{'id': '12077344', 'name': 'Mascota Vineyards', 'struct': None}]",Bodega,CELLAR,string,MLA1437865583,12077344
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1437865583,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1437865583,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1437865583,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1437865583,2230284
Vino Gran Mascota Cabernet Sauvignon X 750cc,2025-02-17 04:39:36,"[{'id': '16883388', 'name': 'Vino Gran Mascota Cabernet Sauvignon X 750cc', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1437865583,16883388
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1437865583,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1437865583,2290293
Bebidas,2025-02-17 04:39:36,"[{'id': '20145705', 'name': 'Bebidas', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1437865583,20145705
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1437865583,10792872
"Frágil,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1437865583,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1437865583,13244147
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1437865583,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1437865583,-1
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1437865583,1359391
17212,2025-02-17 04:39:36,"[{'id': None, 'name': '17212', 'struct': None}]",SKU,SELLER_SKU,string,MLA1437865583,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1437865583,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1437865583,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1437865583,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1437865583,2107333
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1380265005,
13.2 %,2025-02-17 04:39:36,"[{'id': '8897077', 'name': '13.2 %', 'struct': {'number': 13.2, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1380265005,8897077
Especias,2025-02-17 04:39:36,"[{'id': '8869919', 'name': 'Especias', 'struct': None}]",Aromas,AROMAS,string,MLA1380265005,8869919
12 meses,2025-02-17 04:39:36,"[{'id': '9163256', 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1380265005,9163256
Rincón Famoso,2025-02-17 04:39:36,"[{'id': '21833624', 'name': 'Rincón Famoso', 'struct': None}]",Marca,BRAND,string,MLA1380265005,21833624
López,2025-02-17 04:39:36,"[{'id': '2374539', 'name': 'López', 'struct': None}]",Bodega,CELLAR,string,MLA1380265005,2374539
18 °C,2025-02-17 04:39:36,"[{'id': '13044668', 'name': '18 °C', 'struct': {'number': 18, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1380265005,13044668
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1380265005,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1380265005,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1380265005,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1380265005,2230284
Selección,2025-02-17 04:39:36,"[{'id': '3156006', 'name': 'Selección', 'struct': None}]",Línea,LINE,string,MLA1380265005,3156006
Rincon Famoso Tinto Caja 6 X 750,2025-02-17 04:39:36,"[{'id': '21833625', 'name': 'Rincon Famoso Tinto Caja 6 X 750', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1380265005,21833625
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1380265005,96380
25 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '25 cm', 'struct': {'number': 25, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1380265005,
30.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '30.8 cm', 'struct': {'number': 30.8, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1380265005,
7240 g,2025-02-17 04:39:36,"[{'id': None, 'name': '7240 g', 'struct': {'number': 7240, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1380265005,
17.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '17.2 cm', 'struct': {'number': 17.2, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1380265005,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1380265005,2290293
Carne,2025-02-17 04:39:36,"[{'id': '8869917', 'name': 'Carne', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1380265005,8869917
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1380265005,10792872
"Con vencimiento,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1380265005,
